Locality,Zip Code,Type of Property,Subtype of Property,Price,Number of Rooms,Livable Space (m2),Fully Equipped Kitchen,Furnished,Open Fire,Terrace,Garden,Swimming Pool,Surface of the Land (m2),PEB,Primary Energy Consumption (kWh/m2),State of the Building,Url,Price/m2,Price/m2 Ratio,Price Ratio,Zip Code Score,Type of Property Score,Number of Rooms Score,Livable Space (m2) Score,Surface of the Land (m2) Score,State of the Building Score,Primary Energy Consumption (kWh/m2) Score
Schaerbeek,1030,Apartment,apartment,320000,2,117,1,0,0,1,0,0,0,1,323,0,https://www.immoweb.be/en/classified/apartment/for-sale/schaerbeek/1030/20294802,2735.042735042735,0.01135009252269793,0.128,0.18783947368421053,0.47654732029513713,0.2396759183972921,0.15876566857142857,0.13700230701200253,0.7864438202662855,0.24438596491228068
Beveren-leie,8791,House,villa,1350000,4,320,1,0,1,0,0,1,873,6,14,3,https://www.immoweb.be/en/classified/villa/for-sale/beveren-leie/8791/20279507,4218.75,0.017507296034766973,0.54,0.3184,1.0,0.5356062052779402,0.42562222222222224,0.27190000000000003,0.783305349684755,0.3598997493734335
Stekene,9190,House,house,475000,5,154,1,0,0,1,1,0,402,6,0,3,https://www.immoweb.be/en/classified/house/for-sale/stekene/9190/20300771,3084.4155844155844,0.012799947076885906,0.19,0.18722861818181818,1.0,0.7251596118954756,0.20020378666666666,0.21047090000000002,0.783305349684755,0.2372536722133202
Londerzeel,1840,House,house,499500,4,166,1,0,0,0,0,0,415,6,0,5,https://www.immoweb.be/en/classified/house/for-sale/londerzeel/1840/20320377,3009.0361445783133,0.012487131629616927,0.1998,0.2415968,1.0,0.5356062052779402,0.20538863157894738,0.2356701,1.0,0.2372536722133202
Oostende,8400,Apartment,apartment,245000,2,64,0,0,0,1,0,0,0,5,158,5,https://www.immoweb.be/en/classified/apartment/for-sale/oostende/8400/20294742,3828.125,0.015886250105621884,0.098,0.1274333653846154,0.47654732029513713,0.2396759183972921,0.0882164,0.13700230701200253,1.0,0.24849624060150374
Vilvoorde,1800,Apartment,apartment,468000,2,117,0,0,0,1,0,0,0,6,0,0,https://www.immoweb.be/en/classified/apartment/for-sale/vilvoorde/1800/20289570,4000.0,0.016599510314445724,0.1872,0.16124337435897435,0.47654732029513713,0.2396759183972921,0.15876566857142857,0.13700230701200253,0.7864438202662855,0.2372536722133202
S-gravenwezel,2970,House,villa,1949000,6,616,1,0,1,0,0,0,14581,5,197,5,https://www.immoweb.be/en/classified/villa/for-sale/s-gravenwezel/2970/20329788,3163.961038961039,0.013130050975184543,0.7796,0.40587327777777776,1.0,0.8479828830964767,0.7796,0.7796,1.0,0.31114628676955547
Antwerpen,2000,Apartment,apartment,495000,2,117,1,0,0,1,0,0,0,5,194,5,https://www.immoweb.be/en/classified/apartment/for-sale/antwerpen/2000/20289598,4230.7692307692305,0.01755717437104836,0.198,0.2224523833333333,0.47654732029513713,0.2396759183972921,0.15876566857142857,0.13700230701200253,1.0,0.26342780026990553
Vilvoorde,1800,Apartment,apartment,361467,3,123,0,0,0,1,0,0,0,6,0,0,https://www.immoweb.be/en/classified/apartment/for-sale/vilvoorde/1800/20289568,2938.756097560976,0.01219547803827592,0.1445868,0.16124337435897435,0.47654732029513713,0.36599695373253655,0.16274080000000002,0.13700230701200253,0.7864438202662855,0.2372536722133202
Gent,9000,House,house,298000,2,94,0,0,0,0,1,0,57,5,117,5,https://www.immoweb.be/en/classified/house/for-sale/gent/9000/20290063,3170.2127659574467,0.013155994876874536,0.1192,0.19581,1.0,0.2396759183972921,0.1319084476190476,0.13286666666666666,1.0,0.3037259816207184
Brugge,8000,House,house,420000,3,144,0,0,0,1,0,0,64,4,237,3,https://www.immoweb.be/en/classified/house/for-sale/brugge/8000/20257790,2916.6666666666665,0.012103809604283339,0.168,0.27779375,1.0,0.36599695373253655,0.18154244285714286,0.1498,0.783305349684755,0.4575669944090997
Adegem,9991,House,house,415000,3,123,0,0,0,0,0,0,342,6,81,0,https://www.immoweb.be/en/classified/house/for-sale/adegem/9991/20289601,3373.9837398373984,0.014001619472550762,0.166,0.2833333333333334,1.0,0.36599695373253655,0.16274080000000002,0.20180680000000004,0.7864438202662855,0.24611528822055134
Kuurne,8520,House,house,491100,3,173,0,1,0,0,0,0,181,6,0,3,https://www.immoweb.be/en/classified/house/for-sale/kuurne/8520/20267470,2838.728323699422,0.011780375022289444,0.19644,0.24522,1.0,0.36599695373253655,0.22735317142857145,0.15961,0.783305349684755,0.2372536722133202
Antwerpen,2000,Apartment,apartment,398000,2,119,0,0,0,1,0,0,0,4,262,3,https://www.immoweb.be/en/classified/apartment/for-sale/antwerpen/2000/20289593,3344.5378151260506,0.01387942248980966,0.1592,0.2224523833333333,0.47654732029513713,0.2396759183972921,0.15724315555555554,0.13700230701200253,0.783305349684755,0.2828995565837671
Overijse,3090,House,house,348000,3,118,1,0,0,1,1,0,298,2,429,2,https://www.immoweb.be/en/classified/house/for-sale/overijse/3090/20276616,2949.1525423728813,0.012238622011498118,0.1392,0.3892933333333334,1.0,0.36599695373253655,0.15314368484848487,0.13153333333333334,0.8471914096171692,0.38312447786132
Gent,9000,Apartment,apartment,219900,2,66,1,0,0,0,0,0,0,5,179,3,https://www.immoweb.be/en/classified/apartment/for-sale/gent/9000/20289617,3331.818181818182,0.013826637568737176,0.08796,0.19581,0.47654732029513713,0.2396759183972921,0.09268969696969696,0.13700230701200253,0.783305349684755,0.23315073397780162
Blankenberge,8370,House,house,390000,2,108,0,0,0,0,1,0,882,1,691,1,https://www.immoweb.be/en/classified/house/for-sale/blankenberge/8370/20203510,3611.1111111111113,0.014985669033874612,0.156,0.11559058235294117,1.0,0.2396759183972921,0.1478369111111111,0.20700000000000002,0.9573283041101045,0.19548872180451127
Antwerpendeurne,2100,Apartment,apartment,298000,3,106,0,0,0,1,0,0,0,5,175,4,https://www.immoweb.be/en/classified/apartment/for-sale/antwerpen%20deurne/2100/20289594,2811.3207547169814,0.011666636966284966,0.1192,0.12607129655172414,0.47654732029513713,0.36599695373253655,0.14234143157894738,0.13700230701200253,0.7529000001650661,0.3310014165849406
Esneux,4130,House,bungalow,275000,3,95,0,0,0,0,0,0,1461,2,377,2,https://www.immoweb.be/en/classified/bungalow/for-sale/esneux/4130/20235176,2894.7368421052633,0.01201280351703309,0.11,0.16749999999999998,1.0,0.36599695373253655,0.12839705753424657,0.174,0.8471914096171692,0.2711779448621554
Molenbeek-saint-jean,1080,House,town-house,435000,3,150,1,0,0,0,1,0,152,3,206,5,https://www.immoweb.be/en/classified/town-house/for-sale/molenbeek-saint-jean/1080/20231772,2900.0,0.01203464497797315,0.174,0.11878871794871795,1.0,0.36599695373253655,0.19683041194029852,0.22931428571428572,1.0,0.27852965747702585
Vilvoorde,1800,Apartment,apartment,339552,3,125,0,0,0,1,0,0,0,6,0,0,https://www.immoweb.be/en/classified/apartment/for-sale/vilvoorde/1800/20289567,2716.416,0.011272793852581349,0.1358208,0.16124337435897435,0.47654732029513713,0.36599695373253655,0.15873371914893616,0.13700230701200253,0.7864438202662855,0.2372536722133202
Vilvoorde,1800,Apartment,apartment,335036,3,123,0,0,0,1,0,0,0,6,0,0,https://www.immoweb.be/en/classified/apartment/for-sale/vilvoorde/1800/20289565,2723.869918699187,0.011303726702663898,0.1340144,0.16124337435897435,0.47654732029513713,0.36599695373253655,0.16274080000000002,0.13700230701200253,0.7864438202662855,0.2372536722133202
De-panne,8660,House,villa,475000,3,111,0,0,0,1,0,0,281,1,659,3,https://www.immoweb.be/en/classified/villa/for-sale/de-panne/8660/20220000,4279.279279279279,0.01775848513369756,0.19,0.13066875,1.0,0.36599695373253655,0.15127500000000002,0.177662,0.783305349684755,0.20050125313283207
Profondeville-lustin,5170,House,villa,449000,3,158,1,0,0,0,1,0,1379,4,213,5,https://www.immoweb.be/en/classified/villa/for-sale/profondeville-lustin/5170/20234278,2841.772151898734,0.011793006536686914,0.1796,0.14120053333333335,1.0,0.36599695373253655,0.19884444444444443,0.18680000000000002,1.0,0.3751651856915015
Walhain,1457,House,town-house,609000,4,210,1,0,0,0,0,0,1111,6,70,0,https://www.immoweb.be/en/classified/town-house/for-sale/walhain/1457/20308375,2900.0,0.01203464497797315,0.2436,0.20407999999999998,1.0,0.5356062052779402,0.2726245888888889,0.2436,0.7864438202662855,0.2257894736842105
Laken,1020,Apartment,apartment,265000,1,70,0,0,0,1,0,0,0,5,89,0,https://www.immoweb.be/en/classified/apartment/for-sale/laken/1020/20300410,3785.714285714286,0.015710250833314704,0.106,0.18222222222222223,0.47654732029513713,0.1655308767042207,0.09711912328767124,0.13700230701200253,0.7864438202662855,0.26165886591478693
Zepperen,3800,House,exceptional-property,799000,3,266,1,0,0,0,0,0,2850,5,130,5,https://www.immoweb.be/en/classified/exceptional-property/for-sale/zepperen/3800/20285318,3003.7593984962405,0.012465233779362907,0.3196,0.18536656,1.0,0.36599695373253655,0.3744571428571429,0.3196,1.0,0.2500417710944027
Vilvoorde,1800,Apartment,apartment,419700,2,103,0,0,0,1,0,0,0,6,0,0,https://www.immoweb.be/en/classified/apartment/for-sale/vilvoorde/1800/20289569,4074.757281553398,0.016909743881002113,0.16788,0.16124337435897435,0.47654732029513713,0.2396759183972921,0.1449858625,0.13700230701200253,0.7864438202662855,0.2372536722133202
Merelbeke,9820,Apartment,apartment,169000,1,43,1,0,0,1,0,0,0,4,212,2,https://www.immoweb.be/en/classified/apartment/for-sale/merelbeke/9820/20300860,3930.232558139535,0.0163099839717519,0.0676,0.18734362666666668,0.47654732029513713,0.1655308767042207,0.06568888888888888,0.13700230701200253,0.8471914096171692,0.30657894736842106
Vilvoorde,1800,Apartment,apartment,377923,3,125,0,0,0,1,0,0,0,6,0,0,https://www.immoweb.be/en/classified/apartment/for-sale/vilvoorde/1800/11048846,3023.384,0.012546673473132543,0.1511692,0.16124337435897435,0.47654732029513713,0.36599695373253655,0.15873371914893616,0.13700230701200253,0.7864438202662855,0.2372536722133202
Ohain,1380,House,villa,1770000,5,525,1,0,0,1,0,0,17000,4,254,3,https://www.immoweb.be/en/classified/villa/for-sale/ohain/1380/20295287,3371.4285714285716,0.013991015836461396,0.708,0.4622171428571428,1.0,0.7251596118954756,0.708,0.708,0.783305349684755,0.30825748581981266
Tihange,4500,Apartment,apartment,269000,2,91,0,0,0,1,0,0,0,5,0,3,https://www.immoweb.be/en/classified/apartment/for-sale/tihange/4500/20300842,2956.043956043956,0.012267220534576646,0.1076,0.11755555555555557,0.47654732029513713,0.2396759183972921,0.12107978181818181,0.13700230701200253,0.783305349684755,0.2372536722133202
Nivelles,1400,House,town-house,412000,3,147,1,0,0,0,0,0,503,0,0,0,https://www.immoweb.be/en/classified/town-house/for-sale/nivelles/1400/20308356,2802.721088435374,0.011630949403999384,0.1648,0.2054888888888889,1.0,0.36599695373253655,0.18416703076923074,0.2536,0.7864438202662855,0.2372536722133202
Schoten,2900,House,villa,1560000,4,390,0,0,0,0,0,0,2083,0,0,5,https://www.immoweb.be/en/classified/villa/for-sale/schoten/2900/20272122,4000.0,0.016599510314445724,0.624,0.33747757575757575,1.0,0.5356062052779402,0.545,0.624,1.0,0.2372536722133202
Leuven,3000,House,mixed-use-building,873000,5,252,0,0,0,0,0,0,60,3,363,2,https://www.immoweb.be/en/classified/mixed-use-building/for-sale/leuven/3000/20274817,3464.285714285714,0.01437636161161817,0.3492,0.2262061,1.0,0.7251596118954756,0.33268,0.17533333333333334,0.8471914096171692,0.19239766081871343
Braine-le-chcateau,1440,House,exceptional-property,1620000,3,480,1,0,0,1,1,1,7300,0,0,5,https://www.immoweb.be/en/classified/exceptional-property/for-sale/braine-le-ch%C3%A2teau/1440/20272076,3375.0,0.014005836827813579,0.648,0.381625,1.0,0.36599695373253655,0.646,0.648,1.0,0.2372536722133202
Antwerpenberchem,2600,Apartment,apartment,299000,2,75,1,0,0,1,0,0,0,5,198,5,https://www.immoweb.be/en/classified/apartment/for-sale/antwerpen%20berchem/2600/20300838,3986.6666666666665,0.016544178613397572,0.1196,0.20190388059701492,0.47654732029513713,0.2396759183972921,0.10111024444444444,0.13700230701200253,1.0,0.3537935748462064
Antwerpen,2000,Apartment,apartment,890000,3,205,1,0,0,0,0,0,0,4,214,5,https://www.immoweb.be/en/classified/apartment/for-sale/antwerpen/2000/20274809,4341.463414634146,0.018016541682752064,0.356,0.2224523833333333,0.47654732029513713,0.36599695373253655,0.2784876705882353,0.13700230701200253,1.0,0.30350250626566416
Ukkel,1180,Apartment,apartment,435000,3,100,0,0,0,1,0,0,0,0,777,0,https://www.immoweb.be/en/classified/apartment/for-sale/ukkel/1180/20300833,4350.0,0.018051967466959723,0.174,0.30779215302013424,0.47654732029513713,0.36599695373253655,0.1383929806451613,0.13700230701200253,0.7864438202662855,0.4210526315789473
Lint,2547,Apartment,apartment,325000,2,105,0,0,0,1,0,0,0,5,148,0,https://www.immoweb.be/en/classified/apartment/for-sale/lint/2547/20300823,3095.2380952380954,0.012844859171892525,0.13,0.1972,0.47654732029513713,0.2396759183972921,0.14148515862068967,0.13700230701200253,0.7864438202662855,0.4064446831364124
Sint-stevens-woluwe,1932,House,house,599000,4,154,1,0,0,1,1,0,234,5,182,5,https://www.immoweb.be/en/classified/house/for-sale/sint-stevens-woluwe/1932/20274794,3889.6103896103896,0.016141406945378228,0.2396,0.16446666666666668,1.0,0.5356062052779402,0.20020378666666666,0.22471999999999998,1.0,0.2869924812030075
Ottignies,1340,Apartment,apartment,735000,5,260,1,0,0,1,0,0,0,0,3,3,https://www.immoweb.be/en/classified/apartment/for-sale/ottignies/1340/20308298,2826.923076923077,0.011731384693382314,0.294,0.27355555555555555,0.47654732029513713,0.7251596118954756,0.32858666666666664,0.13700230701200253,0.783305349684755,0.2946618212197159
Tournailamain,7522,House,villa,945000,5,240,1,0,0,0,1,1,1237,6,49,5,https://www.immoweb.be/en/classified/villa/for-sale/tournai%20lamain/7522/20274787,3937.5,0.016340142965782508,0.378,0.378,1.0,0.7251596118954756,0.31084137931034483,0.378,1.0,0.2369080478975216
Grand-leez,5031,House,house,699000,4,208,1,0,0,0,0,0,1130,0,0,3,https://www.immoweb.be/en/classified/house/for-sale/grand-leez/5031/20308296,3360.576923076923,0.013945982824275914,0.2796,0.28959999999999997,1.0,0.5356062052779402,0.265146,0.2928986,0.783305349684755,0.2372536722133202
Antwerpen,2000,Apartment,apartment,475000,3,145,1,0,0,1,0,0,0,5,153,3,https://www.immoweb.be/en/classified/apartment/for-sale/antwerpen/2000/20308292,3275.862068965517,0.013594426550623652,0.19,0.2224523833333333,0.47654732029513713,0.36599695373253655,0.1852930315789474,0.13700230701200253,0.783305349684755,0.3257217116866239
Woluwe-saint-pierre,1150,Apartment,apartment,575000,3,160,1,0,0,1,1,0,0,3,208,3,https://www.immoweb.be/en/classified/apartment/for-sale/woluwe-saint-pierre/1150/20320744,3593.75,0.014913622548134829,0.23,0.3131098039215686,0.47654732029513713,0.36599695373253655,0.215385375,0.13700230701200253,0.783305349684755,0.40892857142857136
Waregem,8790,House,villa,499000,4,165,0,0,0,0,0,0,1622,1,738,0,https://www.immoweb.be/en/classified/villa/for-sale/waregem/8790/20274770,3024.242424242424,0.012550235828649114,0.1996,0.1571695,1.0,0.5356062052779402,0.21371275,0.1996,0.7864438202662855,0.25012531328320803
Chaumont-gistoux,1325,House,house,679000,4,195,1,0,0,0,0,0,1008,6,70,3,https://www.immoweb.be/en/classified/house/for-sale/chaumont-gistoux/1325/20308290,3482.051282051282,0.014450086542959803,0.2716,0.3392,1.0,0.5356062052779402,0.257739525,0.3579,0.783305349684755,0.2257894736842105
Kraainem,1950,House,house,615000,3,183,1,0,0,1,1,0,170,4,239,3,https://www.immoweb.be/en/classified/house/for-sale/kraainem/1950/20327330,3360.655737704918,0.013946309895333497,0.246,0.3946363636363637,1.0,0.36599695373253655,0.25774282857142855,0.33152,0.783305349684755,0.2871409292461924
Braine-lalleud,1420,House,house,609000,3,177,1,0,0,0,0,0,1069,0,0,3,https://www.immoweb.be/en/classified/house/for-sale/braine-l%27alleud/1420/20308284,3440.677966101695,0.014278392346747805,0.2436,0.2252909090909091,1.0,0.36599695373253655,0.21103375,0.2436,0.783305349684755,0.2372536722133202
Court-saint-etienne,1490,House,house,486200,3,168,1,0,0,0,0,0,739,0,0,3,https://www.immoweb.be/en/classified/house/for-sale/court-saint-etienne/1490/20308283,2894.0476190476193,0.01200994332571951,0.19448,0.22128,1.0,0.36599695373253655,0.21938747272727274,0.19448,0.783305349684755,0.2372536722133202
Maarkedal,9680,House,villa,695000,3,208,0,0,0,1,0,0,9092,4,291,3,https://www.immoweb.be/en/classified/villa/for-sale/maarkedal/9680/20324568,3341.346153846154,0.013866177486225694,0.278,0.28450000000000003,1.0,0.36599695373253655,0.265146,0.278,0.783305349684755,0.18439280018227386
Etterbeek,1040,Apartment,apartment,1450000,4,335,1,0,0,0,0,0,0,2,268,4,https://www.immoweb.be/en/classified/apartment/for-sale/etterbeek/1040/20326406,4328.358208955224,0.017962156683542015,0.58,0.2706352941176471,0.47654732029513713,0.5356062052779402,0.4736,0.13700230701200253,0.7529000001650661,0.34483082706766915
Opgrimbie,3630,Apartment,apartment,284000,2,102,1,0,0,0,0,0,0,5,107,3,https://www.immoweb.be/en/classified/apartment/for-sale/opgrimbie/3630/20318485,2784.3137254901962,0.011554561101231828,0.1136,0.17167495000000002,0.47654732029513713,0.2396759183972921,0.13699617777777778,0.13700230701200253,0.783305349684755,0.2257048872180451
Ottignies-louvain-la-neuve-ceroux-mousty,1341,House,house,595000,3,187,1,0,0,1,1,0,880,4,246,5,https://www.immoweb.be/en/classified/house/for-sale/ottignies-louvain-la-neuve-ceroux-mousty/1341/20195663,3181.818181818182,0.013204155931945462,0.238,0.3055,1.0,0.36599695373253655,0.2225777777777778,0.33866666666666667,1.0,0.21320990938885676
Flemalle,4400,House,house,289000,2,70,1,0,0,0,1,0,340,4,244,4,https://www.immoweb.be/en/classified/house/for-sale/flemalle/4400/20320727,4128.571428571428,0.017133066003124336,0.1156,0.12397984,1.0,0.2396759183972921,0.09711912328767124,0.40424,0.7529000001650661,0.2739557226399332
Ukkel,1180,House,villa,1945000,4,486,1,0,1,0,0,0,743,5,144,5,https://www.immoweb.be/en/classified/villa/for-sale/ukkel/1180/20038718,4002.0576131687244,0.01660804915720007,0.778,0.30779215302013424,1.0,0.5356062052779402,0.7392000000000001,0.5097892,1.0,0.33057644110275686
Watermael-boitsfort,1170,Apartment,apartment,500000,3,160,1,0,0,1,0,0,0,2,0,3,https://www.immoweb.be/en/classified/apartment/for-sale/watermael-boitsfort/1170/20322139,3125.0,0.01296836743316072,0.2,0.238,0.47654732029513713,0.36599695373253655,0.215385375,0.13700230701200253,0.783305349684755,0.2372536722133202
Schilde,2970,House,villa,2468000,6,606,1,1,0,0,0,1,2535,5,171,5,https://www.immoweb.be/en/classified/villa/for-sale/schilde/2970/20314547,4072.6072607260726,0.016900821557777248,0.9872,0.40587327777777776,1.0,0.8479828830964767,0.9872,0.9872,1.0,0.3434697855750487
Uccle,1180,Apartment,apartment,1250000,4,300,1,0,0,1,0,0,0,4,125,5,https://www.immoweb.be/en/classified/apartment/for-sale/uccle/1180/20198932,4166.666666666667,0.01729115657754763,0.5,0.30779215302013424,0.47654732029513713,0.5356062052779402,0.4140258064516129,0.13700230701200253,1.0,0.29142085984191246
Haacht,3150,House,villa,795000,4,280,1,0,0,1,1,0,1112,5,112,3,https://www.immoweb.be/en/classified/villa/for-sale/haacht/3150/20326170,2839.285714285714,0.011782688124986026,0.318,0.34393333333333337,1.0,0.5356062052779402,0.3971090909090909,0.318,0.783305349684755,0.1887410834779256
Eeklo,9900,House,house,485000,4,167,0,0,0,0,0,1,1012,4,202,3,https://www.immoweb.be/en/classified/house/for-sale/eeklo/9900/20306616,2904.191616766467,0.012052039674410443,0.194,0.13023592,1.0,0.5356062052779402,0.22482259999999998,0.194,0.783305349684755,0.26896908939014197
Geraardsbergen,9500,House,house,475000,3,115,1,0,0,0,0,0,558,0,0,5,https://www.immoweb.be/en/classified/house/for-sale/geraardsbergen/9500/20329177,4130.434782608696,0.017140798694264606,0.19,0.199225,1.0,0.36599695373253655,0.15876277948717948,0.199,1.0,0.2372536722133202
Wuustwezel,2990,House,house,448000,4,148,1,0,0,0,0,0,3147,1,1442,3,https://www.immoweb.be/en/classified/house/for-sale/wuustwezel/2990/20318471,3027.027027027027,0.012561791589310277,0.1792,0.21093333333333333,1.0,0.5356062052779402,0.18922757333333334,0.1792,0.783305349684755,0.2245614035087719
Schaerbeek,1030,Apartment,apartment,625000,1,175,1,0,1,1,0,0,0,4,113,5,https://www.immoweb.be/en/classified/apartment/for-sale/schaerbeek/1030/20324090,3571.4285714285716,0.014820991352183682,0.25,0.18783947368421053,0.47654732029513713,0.1655308767042207,0.22950769999999998,0.13700230701200253,1.0,0.2843776106934001
Gentbrugge,9050,House,house,345000,2,114,0,0,0,1,0,0,66,4,299,4,https://www.immoweb.be/en/classified/house/for-sale/gentbrugge/9050/20324560,3026.315789473684,0.012558840040534593,0.138,0.15319526315789472,1.0,0.2396759183972921,0.14616932941176472,0.17992,0.7529000001650661,0.2581453634085213
Gent,9000,House,house,565000,2,135,1,0,0,0,0,0,96,4,217,5,https://www.immoweb.be/en/classified/house/for-sale/gent/9000/20324980,4185.185185185185,0.01736800616233673,0.226,0.19581,1.0,0.2396759183972921,0.18563768421052632,0.19842285714285715,1.0,0.24077238550922764
Malle,2390,House,house,659900,4,220,0,0,0,0,1,0,1090,5,111,3,https://www.immoweb.be/en/classified/house/for-sale/malle/2390/20255050,2999.5454545454545,0.012447746427844015,0.26396,0.31239428571428574,1.0,0.5356062052779402,0.2911053743589744,0.24197999999999997,0.783305349684755,0.3320751879699248
Uccle,1180,Apartment,apartment,345000,3,102,0,0,0,1,0,0,0,3,154,3,https://www.immoweb.be/en/classified/apartment/for-sale/uccle/1180/20325280,3382.3529411764707,0.014036350633538664,0.138,0.30779215302013424,0.47654732029513713,0.36599695373253655,0.13699617777777778,0.13700230701200253,0.783305349684755,0.2849122807017544
Dudzele,8380,House,house,1295000,6,400,0,0,0,0,0,1,7821,2,435,3,https://www.immoweb.be/en/classified/house/for-sale/dudzele/8380/20092965,3237.5,0.013435228660754507,0.518,0.14190588235294116,1.0,0.8479828830964767,0.5354285714285714,0.518,0.783305349684755,0.4368421052631579
Bruxelles,1000,Apartment,apartment,395000,2,95,1,0,0,1,0,0,0,5,76,3,https://www.immoweb.be/en/classified/apartment/for-sale/bruxelles/1000/20313864,4157.894736842105,0.017254754142647526,0.158,0.20235238095238095,0.47654732029513713,0.2396759183972921,0.12839705753424657,0.13700230701200253,0.783305349684755,0.20007711586658955
Gent-drongen,9031,House,house,395000,3,140,1,0,0,0,0,0,111,3,337,1,https://www.immoweb.be/en/classified/house/for-sale/gent-drongen/9031/20311356,2821.4285714285716,0.011708583168225109,0.158,0.26638657777777774,1.0,0.36599695373253655,0.18470888115942027,0.1729,0.9573283041101045,0.21460794844253486
Etterbeek,1040,Apartment,apartment,230000,1,80,1,0,0,1,1,0,0,1,317,1,https://www.immoweb.be/en/classified/apartment/for-sale/etterbeek/1040/20321835,2875.0,0.011930898038507864,0.092,0.2706352941176471,0.47654732029513713,0.1655308767042207,0.11031126376811595,0.13700230701200253,0.9573283041101045,0.2414285714285714
Schoten,2900,House,villa,1750000,5,479,0,0,0,0,1,0,5038,4,255,3,https://www.immoweb.be/en/classified/villa/for-sale/schoten/2900/20091679,3653.444676409186,0.015161348147327775,0.7,0.33747757575757575,1.0,0.7251596118954756,0.7,0.7,0.783305349684755,0.474937343358396
Antwerpen,2000,Apartment,apartment,425000,3,126,0,0,0,1,0,0,0,4,232,5,https://www.immoweb.be/en/classified/apartment/for-sale/antwerpen/2000/20322540,3373.0158730158732,0.013997602943729034,0.17,0.2224523833333333,0.47654732029513713,0.36599695373253655,0.17193890322580643,0.13700230701200253,1.0,0.3411991517254675
Deurne,2100,Apartment,apartment,289000,2,88,1,0,0,1,1,0,0,4,255,4,https://www.immoweb.be/en/classified/apartment/for-sale/deurne/2100/20291747,3284.090909090909,0.013628575229757994,0.1156,0.12607129655172414,0.47654732029513713,0.2396759183972921,0.11965304,0.13700230701200253,0.7529000001650661,0.474937343358396
Jette,1090,House,villa,975000,4,360,0,0,0,1,1,0,700,3,177,3,https://www.immoweb.be/en/classified/villa/for-sale/jette/1090/20149141,2708.3333333333335,0.011239251775405959,0.39,0.15441285714285713,1.0,0.5356062052779402,0.49272000000000005,0.33725528000000005,0.783305349684755,0.2557769423558897
Zwalm,9630,House,villa,795000,4,290,0,0,0,0,0,1,5656,5,200,5,https://www.immoweb.be/en/classified/villa/for-sale/zwalm/9630/20291409,2741.3793103448274,0.011376388534469267,0.318,0.21044444444444443,1.0,0.5356062052779402,0.36555,0.318,1.0,0.3079660690187006
Zedelgem,8210,House,house,1010000,5,237,0,0,1,1,1,1,2369,5,123,5,https://www.immoweb.be/en/classified/house/for-sale/zedelgem/8210/20121211,4261.603375527427,0.017685132297036058,0.404,0.15715775384615385,1.0,0.7251596118954756,0.33505333333333337,0.404,1.0,0.18429799498746866
Sint-pieters-leeuw,1600,Apartment,apartment,235000,2,80,1,0,0,1,0,0,0,0,0,0,https://www.immoweb.be/en/classified/apartment/for-sale/sint-pieters-leeuw/1600/20329589,2937.5,0.012190265387171079,0.094,0.14505714285714286,0.47654732029513713,0.2396759183972921,0.11031126376811595,0.13700230701200253,0.7864438202662855,0.2372536722133202
Ciney,5590,Apartment,apartment,175000,1,52,0,0,0,0,0,0,0,5,155,4,https://www.immoweb.be/en/classified/apartment/for-sale/ciney/5590/20329588,3365.3846153846152,0.013965934158788468,0.07,0.07,0.47654732029513713,0.1655308767042207,0.07796444444444445,0.13700230701200253,0.7529000001650661,0.19234753550543024
Diepenbeek,3590,Apartment,apartment,464260,3,157,1,0,0,1,0,0,0,0,0,0,https://www.immoweb.be/en/classified/apartment/for-sale/diepenbeek/3590/20259983,2957.0700636942674,0.012271478755707917,0.185704,0.145154,0.47654732029513713,0.36599695373253655,0.19677603478260872,0.13700230701200253,0.7864438202662855,0.2372536722133202
Uccle,1180,Apartment,apartment,634000,3,175,1,0,0,1,0,1,0,3,189,5,https://www.immoweb.be/en/classified/apartment/for-sale/uccle/1180/11480294,3622.8571428571427,0.015034413627655126,0.2536,0.30779215302013424,0.47654732029513713,0.36599695373253655,0.22950769999999998,0.13700230701200253,1.0,0.2703802985725182
Gent,9000,Apartment,apartment,645000,3,170,0,0,0,1,0,0,0,0,0,4,https://www.immoweb.be/en/classified/apartment/for-sale/gent/9000/20201290,3794.1176470588234,0.01574512375414337,0.258,0.19581,0.47654732029513713,0.36599695373253655,0.2236152307692308,0.13700230701200253,0.7529000001650661,0.2372536722133202
Keerbergen,3140,Apartment,apartment,670000,3,235,0,0,0,1,0,0,0,5,130,0,https://www.immoweb.be/en/classified/apartment/for-sale/keerbergen/3140/11329233,2851.063829787234,0.01183156586242408,0.268,0.3516705882352941,0.47654732029513713,0.36599695373253655,0.31732520000000003,0.13700230701200253,0.7864438202662855,0.2500417710944027
Kortrijk,8500,Apartment,apartment,695000,2,239,0,0,0,0,0,0,0,6,71,5,https://www.immoweb.be/en/classified/apartment/for-sale/kortrijk/8500/11301825,2907.949790794979,0.012067635636547884,0.278,0.2033047441860465,0.47654732029513713,0.2396759183972921,0.3006,0.13700230701200253,1.0,0.24902882205513785
Anderlecht,1070,Apartment,apartment,139500,1,51,1,0,0,1,0,0,0,1,322,2,https://www.immoweb.be/en/classified/apartment/for-sale/anderlecht/1070/20083690,2735.294117647059,0.011351135729731267,0.0558,0.13168819047619046,0.47654732029513713,0.1655308767042207,0.07241818181818181,0.13700230701200253,0.8471914096171692,0.3251127819548872
